;МАРКА;ПРОФИЛЬ;t вып-обр;t обработка;t под током;t продувка;ПСН гр.;чист расход C;чист расход Cr;чист расход Mn;чист расход Si;чист расход V;температура первая;температура последняя;Ar (интенс.);эл. энергия (интенс.);произв жидкая сталь;произв количество обработок;расход газ Ar;сыпуч известь РП;сыпуч кокс пыль УСТК;сыпуч  кокс. мелочь КМ1;сыпуч  шпат плав.;ферспл CaC2;ферспл  FeV-80;ферспл  Mn5Si65Al0.5;ферспл SiMn18;ферспл  фх850А;эл. энергия;химсталь первый Al_1;химсталь первый C_1;химсталь первый Cr_1;химсталь первый Cu_1;химсталь первый Mn_1;химсталь первый Mo_1;химсталь первый N_1;химсталь первый Ni_1;химсталь первый P_1;химсталь первый S_1;химсталь первый Si_1;химсталь первый Ti_1;химсталь первый V_1;химсталь последний Al;химсталь последний C;химсталь последний Ca;химсталь последний Cr;химсталь последний Cu;химсталь последний Mn;химсталь последний Mo;химсталь последний N;химсталь последний Ni;химсталь последний P;химсталь последний S;химсталь последний Si;химсталь последний Ti;химсталь последний V;химшлак первый Al2O3_1;химшлак первый CaO_1;химшлак первый FeO_1;химшлак первый MgO_1;химшлак первый MnO_1;химшлак первый R_1;химшлак первый SiO2_1;химшлак последний Al2O3;химшлак последний CaO;химшлак последний FeO;химшлак последний MgO;химшлак последний MnO;химшлак последний R;химшлак последний SiO2
55;Э90ХАФ;Р65;71,0;44,1833333;19,3666667;43,85;3,6481013;0,569495;0,070993;0,123896;0,1208;0,0926682;1529,0;1580,0;13,1172867;14031,325301199999;114,8;1,0;9,991;0,113;0,05;0,642;0,048;0,02;0,102828;0,136;0,184;0,127;4529,0;0,002;0,423;0,22899999999999998;0,11199999999999999;0,7;0,008;0,012;0,073;0,013000000000000001;0,021;0,424;0,001;0,002;0,004;0,875;0,0002;0,29;0,113;0,809;0,006;0,017;0,073;0,013999999999999999;0,013000000000000001;0,532;0,003;0,083;4,4;54,8;0,4;12,2;0,18;2,2;24,7;4,4;54,9;0,8;8,2;0,1;2,1;26,2
56;Э90ХАФ;Р65;71,0;43,3333333;16,3;43,0;3,8072187000000004;0,566025;0,057576999999999996;0,04964;0,10232000000000001;0,08983189999999999;1543,0;1575,0;12,5112329;13980,368098199999;112,1;1,0;10,148;0,069;0,05;0,643;0,106;0,02;0,100007;0,136;0,07200000000000001;0,10300000000000001;3798,0;0,002;0,369;0,23800000000000002;0,086;0,747;0,005;0,01;0,062;0,012;0,024;0,434;0,001;0,002;0,003;0,85;0,0002;0,29;0,08800000000000001;0,792;0,003;0,016;0,062;0,013999999999999999;0,017;0,5379999999999999;0,003;0,08199999999999999;4,3;45,0;0,7;8,1;0,21;2,2;20,9;5,4;59,1;0,7;4,3;0,09;2,4;25,1
60;Э90ХАФ;Р65;41,0;46,2;13,516666699999998;45,8833333;2,0;0,58045;0,099502;0,128747;0,13193;0,09458910000000001;1616,0;1579,0;13,7266749;11270,5302096;115,4;1,0;12,293;0,052000000000000005;0,05;0,65;0,071;0,02;0,104601;0,151;0,191;0,17800000000000002;2539,0;0,002;0,41600000000000004;0,204;0,076;0,687;0,006;0,011000000000000001;0,063;0,008;0,02;0,424;0,001;0,002;0,003;0,8370000000000001;0,0003;0,289;0,076;0,8;0,004;0,017;0,062;0,009000000000000001;0,013999999999999999;0,537;0,003;0,085;4,8;54,5;0,8;13,3;0,43;2,3;23,8;5,1;52,1;0,4;13,9;0,16;2,1;25,3
61;Э90ХАФ;Р65;45,0;47,2;21,05;47,2;3,2905114999999996;0,502885;0,092235;0,102895;0,09440499999999999;0,0912067;1543,0;1575,0;19,2990742;13844,180522600001;112,1;1,0;28,375;0,079;0,6940000000000001;0,516;0,075;0,02;0,100767;0,10400000000000001;0,153;0,165;4857,0;0,002;0,39799999999999996;0,21;0,11900000000000001;0,6940000000000001;0,01;0,01;0,07;0,006999999999999999;0,022000000000000002;0,456;0,002;0,003;0,003;0,878;0,0004;0,292;0,11699999999999999;0,792;0,009000000000000001;0,015;0,07;0,009000000000000001;0,013999999999999999;0,53;0,003;0,086;4,9;53,2;0,4;10,9;0,25;2,3;22,9;6,1;51,7;0,4;6,0;0,1;2,5;20,5
62;Э90ХАФ;Р65;50,0;44,716666700000005;18,5166667;44,533333299999995;2,0;0,5032800000000001;0,090558;0,059160000000000004;0,115935;0,0922198;1564,0;1571,0;23,8639728;14014,401440099999;114,3;1,0;31,169;0,052000000000000005;0,05;0,5589999999999999;0,07400000000000001;0,02;0,10225;0,153;0,086;0,162;4325,0;0,003;0,455;0,212;0,081;0,745;0,006;0,009000000000000001;0,057;0,01;0,019;0,439;0,002;0,002;0,004;0,8370000000000001;0,0003;0,293;0,083;0,802;0,004;0,013000000000000001;0,057;0,012;0,013999999999999999;0,542;0,003;0,084;5,5;59,5;0,4;8,9;0,17;2,7;22,4;6,1;60,4;0,9;6,1;0,08;2,7;22,1
63;Э90ХАФ;Р65;56,0;42,85;18,8166667;42,5166667;3,0403507;0,529205;0,10117899999999999;0,085867;0,10009;0,0913553;1569,0;1576,0;12,753797500000001;13698,494242700002;114,4;1,0;11,195;0,040999999999999995;0,05;0,588;0,076;0,02;0,100984;0,11900000000000001;0,127;0,18100000000000002;4296,0;0,002;0,434;0,20199999999999999;0,084;0,7120000000000001;0,005;0,011000000000000001;0,054000000000000006;0,01;0,018000000000000002;0,445;0,002;0,003;0,003;0,848;0,0002;0,29100000000000004;0,085;0,792;0,004;0,015;0,054000000000000006;0,012;0,018000000000000002;0,5489999999999999;0,003;0,084;5,7;55,1;0,8;8,6;0,35;2,5;21,7;6,4;58,5;0,6;6,4;0,08;2,6;22,9
64;Э90ХАФ;Р65;60,0;45,8666667;19,0666667;45,5666667;2,0;0,54214;0,098384;0,12056700000000001;0,11930999999999999;0,0923682;1565,0;1575,0;9,4765343;14006,643356600001;114,6;1,0;13,125;0,048;0,748;0,516;0,078;0,02;0,102394;0,135;0,179;0,17600000000000002;4451,0;0,001;0,37799999999999995;0,209;0,102;0,68;0,006;0,01;0,067;0,009000000000000001;0,023;0,435;0,001;0,002;0,003;0,8420000000000001;0,0005;0,294;0,10099999999999999;0,789;0,005;0,015;0,068;0,011000000000000001;0,019;0,5429999999999999;0,003;0,084;4,8;51,8;0,6;8,2;0,16;2,5;20,9;5,9;57,4;0,7;6,9;0,1;2,5;22,7
65;Э90ХАФ;Р65;29,0;44,216666700000005;18,3666667;43,8833333;2,7457995;0,451585;0,055340999999999994;0,025567;0,055314999999999996;0,09105110000000001;1569,0;1574,0;11,9966394;13962,2504537;113,0;1,0;15,469000000000001;0,052000000000000005;0,05;0,503;0,09300000000000001;0,02;0,100731;0,07400000000000001;0,037000000000000005;0,099;4274,0;0,002;0,48;0,24100000000000002;0,109;0,77;0,006999999999999999;0,009000000000000001;0,07200000000000001;0,013999999999999999;0,022000000000000002;0,478;0,002;0,003;0,004;0,853;0,0002;0,29100000000000004;0,107;0,795;0,006;0,012;0,071;0,016;0,017;0,539;0,003;0,084;5,2;59,0;0,5;7,4;0,27;2,8;21,2;6,0;60,7;1,0;5,5;0,09;2,7;22,2
66;Э90ХАФ;Р65;23,0;45,0166667;19,6333333;44,8666667;2,0;0,601695;0,09111699999999999;0,123653;0,140585;0,0934207;1573,0;1575,0;12,059405900000002;13712,393887900002;114,9;1,0;8,12;0,11900000000000001;0,05;0,6779999999999999;0,092;0,02;0,10293699999999999;0,166;0,183;0,163;4487,0;0,001;0,359;0,214;0,09300000000000001;0,6659999999999999;0,006999999999999999;0,008;0,071;0,01;0,022000000000000002;0,41;0,001;0,002;0,003;0,856;0,0002;0,294;0,094;0,79;0,005;0,015;0,071;0,011000000000000001;0,013000000000000001;0,541;0,003;0,084;4,0;48,1;1,0;10,1;0,69;2,1;22,5;5,1;52,9;0,5;12,4;0,12;2,1;25,6
67;Э90ХАФ;Р65;24,0;46,2333333;19,7;46,2333333;3,1139522;0,575235;0,08552699999999999;0,10572000000000001;0,07195499999999999;0,0918987;1571,0;1570,0;20,586617899999997;13620,3045685;113,2;1,0;21,879;0,049;0,05;0,647;0,077;0,02;0,101888;0,069;0,158;0,153;4472,0;0,002;0,406;0,215;0,111;0,695;0,008;0,008;0,071;0,008;0,02;0,461;0,002;0,002;0,003;0,83;0,0002;0,29;0,11;0,795;0,006;0,013999999999999999;0,071;0,009000000000000001;0,017;0,5429999999999999;0,003;0,085;4,5;57,3;0,9;7,3;0,18;2,7;21,5;5,9;59,5;0,9;4,9;0,09;2,7;21,8
68;Э90ХАФ;Р65;27,0;46,0166667;18,6833333;46,0166667;3,5755627;0,5225350000000001;0,06428500000000001;0,104697;0,117345;0,0930984;1566,0;1570,0;15,168187699999997;14101,338091;115,0;1,0;9,695;0,07400000000000001;0,05;0,586;0,083;0,02;0,10279200000000001;0,138;0,155;0,115;4391,0;0,002;0,449;0,23;0,115;0,7140000000000001;0,009000000000000001;0,009000000000000001;0,075;0,009000000000000001;0,021;0,465;0,002;0,002;0,003;0,841;0,0001;0,284;0,11199999999999999;0,7929999999999999;0,006999999999999999;0,015;0,07400000000000001;0,009000000000000001;0,013999999999999999;0,5579999999999999;0,003;0,083;5,7;59,2;0,3;11,0;0,12;2,7;21,6;6,2;52,5;0,9;6,8;0,1;2,5;21,2
69;Э90ХАФ;Р65;16,0;42,8333333;17,7666667;42,6666667;3,497992;0,530135;0,075465;0,13850099999999999;0,09400499999999999;0,0926146;1575,0;1586,0;13,0279592;14031,894934299999;114,8;1,0;7,093;0,079;0,05;0,5920000000000001;0,076;0,02;0,10279200000000001;0,09;0,207;0,135;4155,0;0,002;0,433;0,22399999999999998;0,10400000000000001;0,677;0,006;0,011000000000000001;0,07400000000000001;0,009000000000000001;0,021;0,45899999999999996;0,002;0,002;0,003;0,868;0,0002;0,289;0,106;0,795;0,004;0,016;0,07400000000000001;0,011000000000000001;0,013999999999999999;0,546;0,003;0,083;5,0;57,5;0,4;8,3;0,13;2,7;21,2;5,6;61,1;0,7;5,0;0,08;2,8;21,9
71;Э76ХФ;Р65;28,0;45,55;20,716666699999998;45,55;2,6547103;0,35711;0,149812;0,070011;0,09879;0,0396495;1554,0;1601,0;9,2802579;13348,672566399999;114,9;1,0;13,593;0,063;0,05;0,36700000000000005;0,038;0,02;0,049949;0,12300000000000001;0,10300000000000001;0,268;4609,0;0,002;0,493;0,28800000000000003;0,079;0,7190000000000001;0,008;0,013000000000000001;0,066;0,008;0,017;0,496;0,002;0,002;0,003;0,769;0,0003;0,41700000000000004;0,079;0,784;0,006999999999999999;0,015;0,067;0,009000000000000001;0,015;0,5720000000000001;0,003;0,037000000000000005;5,9;58,5;0,3;12,2;0,16;2,6;22,4;5,4;60,9;0,5;11,2;0,17;2,8;21,6
72;Э76ХФ;Р65;31,0;54,35;22,3166667;54,35;2,99082745;0,419245;0,147017;0,103903;0,142285;0,0401091;1572,0;1584,0;8,9494756;12741,150112000001;115,1;1,0;16,119;0,040999999999999995;0,05;0,44299999999999995;0,040999999999999995;0,02;0,050527999999999997;0,17600000000000002;0,153;0,263;4739,0;0,002;0,441;0,295;0,094;0,6940000000000001;0,005;0,013000000000000001;0,057999999999999996;0,009000000000000001;0,02;0,43700000000000006;0,001;0,002;0,003;0,7759999999999999;0,0004;0,42;0,094;0,789;0,005;0,013999999999999999;0,059000000000000004;0,01;0,017;0,563;0,003;0,036000000000000004;5,0;58,7;0,7;9,6;0,19;2,6;22,6;5,8;59,4;0,4;5,2;0,08;2,7;21,9
78;Э76ХФ;Р65;29,0;49,85;15,766666699999998;49,85;2,99082745;0,448525;0,106769;0,149818;0,16165;0,040224199999999995;1579,0;1584,0;14,5282258;12527,695560299999;116,4;1,0;24,02;0,092;0,05;0,485;0,038;0,02;0,050673;0,188;0,222;0,191;3292,0;0,002;0,423;0,32899999999999996;0,12;0,664;0,011000000000000001;0,011000000000000001;0,087;0,009000000000000001;0,022000000000000002;0,433;0,001;0,002;0,003;0,773;0,0005;0,42;0,12;0,7909999999999999;0,01;0,012;0,087;0,01;0,018000000000000002;0,569;0,003;0,036000000000000004;4,9;55,7;0,5;14,2;0,15;2,2;25,1;5,7;50,4;0,5;8,6;0,08;2,3;21,5
82;Э76ХФ;Р65;42,0;47,2;22,8;47,2;2,8876404;0,35029;0,09726599999999999;0,081665;0,08846;0,041286300000000005;1532,0;1580,0;7,0526015;13476,3157895;114,7;1,0;10,957;0,052000000000000005;0,05;0,368;0,086;0,02;0,052011;0,103;0,121;0,174;5121,0;0,002;0,51;0,335;0,08900000000000001;0,721;0,006;0,011000000000000001;0,067;0,011000000000000001;0,019;0,49700000000000005;0,002;0,004;0,004;0,77;0,0002;0,41600000000000004;0,08900000000000001;0,789;0,005;0,012;0,067;0,012;0,013999999999999999;0,57;0,003;0,036000000000000004;4,9;51,7;0,6;7,5;0,2;2,4;21,3;5,6;62,1;0,6;3,9;0,1;2,8;22,4
88;Э76ХФ;Р65;46,0;47,8333333;22,95;47,8333333;2,9563447999999997;0,48841;0,108446;0,039891;0,109155;0,04056869999999999;1540,0;1585,0;9,404541400000001;14243,137254899999;114,6;1,0;14,610999999999999;0,107;0,05;0,5379999999999999;0,069;0,02;0,051107;0,15;0,057;0,19399999999999998;5448,0;0,002;0,433;0,325;0,102;0,743;0,006999999999999999;0,008;0,07200000000000001;0,01;0,018000000000000002;0,455;0,002;0,002;0,003;0,779;0,0002;0,41700000000000004;0,10099999999999999;0,777;0,006;0,011000000000000001;0,07200000000000001;0,011000000000000001;0,015;0,542;0,003;0,036000000000000004;5,3;57,2;0,7;9,9;0,12;2,6;21,8;4,8;56,1;0,6;9,8;0,16;2,1;26,1
89;Э90ХАФ;Р65;49,0;47,1833333;23,533333300000002;46,8333333;2,6626984;0,6280796;0,082173;0,136456;0,09085;0,091075;1572,0;1621,0;6,309326400000001;13117,563739399999;109,2;1,0;6,765;0,04;0,19;0,578;0,06;0,02;0,099537;0,086;0,204;0,147;5145,0;0,002;0,39799999999999996;0,213;0,096;0,687;0,011000000000000001;0,01;0,07200000000000001;0,008;0,019;0,457;0,001;0,002;0,004;0,87;0,0002;0,289;0,095;0,812;0,009000000000000001;0,013999999999999999;0,07200000000000001;0,009000000000000001;0,013000000000000001;0,557;0,003;0,085;4,7;48,3;0,9;7,2;0,13;2,6;18,7;4,7;56,7;0,5;11,3;0,17;2,2;26,0
92;Э90ХАФ;Р65;63,0;48,05;17,3833333;47,716666700000005;2,5631223;0,552295;0,084409;0,095084;0,067985;0,09297230000000001;1547,0;1579,0;8,522820300000001;13119,463087200002;114,8;1,0;9,368;0,067;0,475;0,252;0,083;0,02;0,10272;0,067;0,142;0,151;3801,0;0,002;0,4;0,22;0,10300000000000001;0,7190000000000001;0,006999999999999999;0,009000000000000001;0,07;0,008;0,019;0,48;0,002;0,002;0,003;0,87;0,0002;0,293;0,106;0,797;0,005;0,013999999999999999;0,071;0,01;0,013999999999999999;0,526;0,003;0,08199999999999999;4,7;48,2;0,8;8,6;0,21;2,4;20,1;4,5;56,0;0,5;11,8;0,16;2,1;26,1
94;Э90ХАФ;Р65;52,0;49,35;18,966666699999998;49,0;2,9660215;0,650858;0,112918;0,148399;0,125575;0,0914203;1534,0;1572,0;11,6933485;13707,2056239;112,2;1,0;11,427;0,068;0,166;0,62;0,077;0,02;0,100116;0,134;0,221;0,20199999999999999;4333,0;0,001;0,365;0,187;0,07400000000000001;0,648;0,008;0,009000000000000001;0,057;0,006999999999999999;0,018000000000000002;0,41600000000000004;0,001;0,002;0,003;0,855;0,0002;0,28800000000000003;0,07400000000000001;0,795;0,006;0,013999999999999999;0,057999999999999996;0,009000000000000001;0,017;0,535;0,003;0,083;4,5;49,1;0,9;14,5;1,35;2,0;24,8;4,8;56,6;0,4;11,9;0,18;2,2;25,8
98;Э90ХАФ;Р65;13,0;48,033333299999995;24,4;47,4;3,5915934999999997;0,5789300000000001;0,08161399999999999;0,11523499999999999;0,11665999999999999;0,0928716;1551,0;1576,0;15,2627881;13443,442622999999;113,9;1,0;11,587;0,07200000000000001;0,168;0,55;0,037000000000000005;0,02;0,102214;0,133;0,171;0,146;5467,0;0,002;0,43;0,21600000000000003;0,11;0,6970000000000001;0,008;0,012;0,079;0,008;0,022000000000000002;0,446;0,001;0,002;0,004;0,8640000000000001;0,0008;0,278;0,113;0,799;0,009000000000000001;0,022000000000000002;0,08199999999999999;0,009000000000000001;0,017;0,551;0,003;0,084;4,9;55,3;1,0;15,3;0,19;2,5;22,4;3,7;49,2;0,5;11,7;0,18;2,5;19,9
103;Э90ХАФ;Р65;5,0;45,6833333;19,3166667;45,35;3,0;0,570325;0,06428500000000001;0,084247;0,08579500000000001;0,0929855;1574,0;1586,0;13,516581400000002;13188,6108714;114,0;1,0;14,673;0,113;0,155;0,555;0,026000000000000002;0,02;0,102286;0,098;0,125;0,115;4246,0;0,002;0,428;0,23199999999999998;0,111;0,726;0,01;0,009000000000000001;0,079;0,009000000000000001;0,023;0,46299999999999997;0,002;0,002;0,003;0,8690000000000001;0,0005;0,289;0,111;0,804;0,008;0,015;0,079;0,01;0,017;0,5379999999999999;0,003;0,083;4,6;56,3;0,7;12,2;0,2;2,2;25,3;4,5;53,8;0,5;11,8;0,14;2,1;26,8
108;Э76ХФ;Р65;11,0;45,2;20,2333333;45,2;2,6223802000000003;0,41765;0,119626;0,054407000000000004;0,10945999999999999;0,037926999999999995;1600,0;1631,0;10,4369469;13276,1120264;110,2;1,0;15,725;0,073;0,05;0,44799999999999995;0,038;0,02;0,047779;0,145;0,079;0,214;4477,0;0,002;0,433;0,314;0,08900000000000001;0,737;0,013999999999999999;0,009000000000000001;0,069;0,011000000000000001;0,018000000000000002;0,466;0,001;0,002;0,004;0,758;0,0004;0,42200000000000004;0,08900000000000001;0,7879999999999999;0,013000000000000001;0,012;0,069;0,011000000000000001;0,011000000000000001;0,563;0,003;0,037000000000000005;4,9;49,9;1,0;13,0;0,14;2,3;21,7;4,9;55,4;1,0;12,3;0,14;2,3;25,3
111;Э76ХФ;Р65;19,0;48,033333299999995;20,5666667;48,033333299999995;2,99082745;0,5197350000000001;0,121303;0,18168399999999998;0,171565;0,0403272;1590,0;1609,0;8,4027159;12821,7179903;116,5;1,0;13,407;0,08;0,05;0,569;0,037000000000000005;0,02;0,050854;0,191;0,27;0,217;4395,0;0,001;0,379;0,318;0,102;0,628;0,009000000000000001;0,01;0,071;0,008;0,022000000000000002;0,41;0,001;0,002;0,003;0,764;0,0003;0,42200000000000004;0,102;0,792;0,008;0,011000000000000001;0,07;0,008;0,015;0,5710000000000001;0,002;0,037000000000000005;5,1;54,1;0,7;11,0;0,38;2,3;23,3;5,1;54,4;0,7;12,9;0,13;2,3;25,0
112;Э76ХФ;Р65;16,0;51,05;19,5166667;51,05;2,99082745;0,501945;0,111241;0,125726;0,14507;0,0402122;1572,0;1588,0;10,6181102;12902,818104200001;117,0;1,0;17,98;0,047;0,05;0,551;0,039;0,02;0,050709;0,172;0,18600000000000003;0,19899999999999998;4197,0;0,002;0,38299999999999995;0,326;0,09;0,677;0,012;0,009000000000000001;0,068;0,006999999999999999;0,019;0,435;0,001;0,002;0,003;0,767;0,0004;0,41700000000000004;0,09;0,779;0,011000000000000001;0,011000000000000001;0,069;0,008;0,013000000000000001;0,562;0,003;0,036000000000000004;6,2;50,2;0,4;12,8;0,15;2,3;21,5;5,6;53,2;0,8;9,9;0,13;2,6;20,5
113;Э76ХФ;Р65;17,0;48,533333299999995;20,5;48,533333299999995;2,99082745;0,412605;0,09111699999999999;0,11114500000000001;0,11035;0,038892699999999995;1567,0;1591,0;12,9801846;12386,3414634;113,0;1,0;20,706999999999997;0,057;0,05;0,445;0,054000000000000006;0,02;0,049045;0,125;0,165;0,163;4232,0;0,002;0,446;0,342;0,11599999999999999;0,6920000000000001;0,008;0,009000000000000001;0,083;0,008;0,031;0,48;0,002;0,002;0,004;0,77;0,0002;0,42100000000000004;0,114;0,792;0,006999999999999999;0,011000000000000001;0,08199999999999999;0,008;0,016;0,5710000000000001;0,003;0,036000000000000004;5,0;57,9;0,5;13,4;0,1;2,5;22,8;5,5;57,6;0,8;8,5;0,08;2,5;22,9
115;Э76ХФ;Р65;27,0;48,8666667;18,8333333;48,8666667;2,99082745;0,47768999999999995;0,120744;0,13283699999999998;0,13824;0,039953699999999995;1561,0;1592,0;10,114930000000001;12781,5929204;115,8;1,0;16,448;0,055999999999999994;0,05;0,519;0,038;0,02;0,050383;0,159;0,19699999999999998;0,21600000000000003;4012,0;0,002;0,41100000000000003;0,317;0,12;0,672;0,008;0,009000000000000001;0,08;0,008;0,024;0,45399999999999996;0,001;0,002;0,003;0,752;0,0004;0,419;0,12;0,7829999999999999;0,006999999999999999;0,011000000000000001;0,08;0,008;0,017;0,5670000000000001;0,003;0,036000000000000004;5,3;53,4;0,8;12,9;0,13;2,2;24,0;5,1;51,3;0,6;8,5;0,09;2,3;22,9
116;Э76ХФ;Р65;31,0;49,533333299999995;17,1;49,533333299999995;2,539545;0,456545;0,098384;0,11832100000000001;0,137935;0,0393804;1560,0;1587,0;6,8107776;13533,333333300001;115,8;1,0;11,094000000000001;0,08;0,132;0,41;0,065;0,02;0,04966;0,16399999999999998;0,175;0,17600000000000002;3857,0;0,002;0,424;0,336;0,11800000000000001;0,684;0,008;0,009000000000000001;0,079;0,009000000000000001;0,026000000000000002;0,456;0,002;0,002;0,003;0,772;0,0003;0,419;0,11800000000000001;0,785;0,006999999999999999;0,011000000000000001;0,08;0,01;0,02;0,565;0,003;0,036000000000000004;5,2;54,9;0,4;11,3;0,11;2,3;24,1;5,0;56,0;0,4;13,2;0,13;2,3;25,3
117;Э76ХФ;Р65;27,0;52,5166667;20,9833333;52,5166667;2,99082745;0,428555;0,114595;0,14594300000000002;0,134225;0,03894980000000001;1555,0;1585,0;13,790734;12661,477363;111,9;1,0;24,061;0,08;0,05;0,45899999999999996;0,038;0,02;0,049117;0,14800000000000002;0,217;0,205;4428,0;0,002;0,43799999999999994;0,322;0,12;0,655;0,006999999999999999;0,01;0,079;0,008;0,025;0,457;0,001;0,002;0,003;0,768;0,0002;0,419;0,11800000000000001;0,7829999999999999;0,006;0,012;0,079;0,008;0,016;0,557;0,002;0,036000000000000004;4,5;48,2;0,5;10,7;0,13;2,1;22,4;4,9;55,5;0,4;12,4;0,14;2,3;25,5
118;Э76ХФ;Р65;37,0;47,1833333;15,666666699999999;47,1833333;2,99082745;0,416555;0,070993;0,048188;0,096005;0,038892699999999995;1570,0;1589,0;10,4689434;12944,6808511;114,6;1,0;16,349;0,081;0,05;0,456;0,038;0,02;0,049045;0,127;0,07;0,127;3380,0;0,002;0,45399999999999996;0,358;0,129;0,74;0,009000000000000001;0,009000000000000001;0,078;0,012;0,022000000000000002;0,486;0,002;0,002;0,003;0,768;0,0002;0,41700000000000004;0,128;0,778;0,009000000000000001;0,01;0,078;0,013000000000000001;0,016;0,565;0,003;0,036000000000000004;5,6;57,4;0,6;12,0;0,14;2,6;22,0;6,8;55,9;0,5;8,5;0,09;2,7;21,0
119;Э76ХФ;Р65;31,0;44,533333299999995;17,0166667;44,533333299999995;2,7884371;0,44623500000000005;0,089999;0,10402;0,11651500000000001;0,039294699999999995;1579,0;1593,0;12,0300898;13811,165524000002;116,2;1,0;17,858;0,13;0,05;0,48700000000000004;0,081;0,02;0,049552;0,13699999999999998;0,154;0,161;3917,0;0,002;0,447;0,342;0,127;0,6970000000000001;0,009000000000000001;0,011000000000000001;0,078;0,011000000000000001;0,022000000000000002;0,48;0,002;0,003;0,003;0,772;0,0003;0,42200000000000004;0,125;0,7909999999999999;0,008;0,013000000000000001;0,07400000000000001;0,013000000000000001;0,016;0,5660000000000001;0,003;0,037000000000000005;4,4;57,1;0,3;10,6;0,14;2,2;25,5;5,1;55,3;0,4;12,9;0,12;2,2;24,9
120;Э76ХФ;Р65;32,0;45,3833333;17,216666699999998;45,3833333;2,0;0,45338999999999996;0,08943999999999999;0,115604;0,10286;0,042936199999999994;1581,0;1582,0;7,701726;13364,9564376;116,3;1,0;11,651;0,079;0,282;0,295;0,08;0,02;0,054144000000000005;0,11199999999999999;0,172;0,16;3835,0;0,001;0,402;0,342;0,128;0,684;0,008;0,01;0,079;0,01;0,025;0,47600000000000003;0,002;0,002;0,003;0,773;0,0003;0,41600000000000004;0,127;0,7859999999999999;0,006999999999999999;0,012;0,079;0,011000000000000001;0,019;0,569;0,003;0,036000000000000004;4,9;50,8;0,7;11,1;0,18;2,3;21,7;4,9;56,3;0,5;12,9;0,13;2,2;25,9
123;Э90ХАФ;Р65;60,0;45,8333333;26,0;44,7;3,8709917999999996;0,57439;0,08720399999999999;0,12342;0,09819;0,0906184;1553,0;1588,0;14,028421100000001;12360,0;110,0;1,0;13,327;0,135;0,05;0,645;0,057;0,02;0,10008;0,102;0,184;0,156;5356,0;0,001;0,39899999999999997;0,212;0,08800000000000001;0,6859999999999999;0,006999999999999999;0,01;0,054000000000000006;0,009000000000000001;0,019;0,455;0,001;0,002;0,004;0,8590000000000001;0,00085;0,292;0,08800000000000001;0,8059999999999999;0,006;0,017;0,054000000000000006;0,01;0,015;0,539;0,002;0,084;4,0;48,9;0,7;10,9;0,2;2,3;21,5;4,8;55,9;0,4;12,4;0,14;2,2;25,6
124;Э90ХАФ;Р65;61,0;46,1833333;23,7;45,8666667;4,339884400000001;0,62684;0,11739000000000001;0,20643499999999998;0,12546500000000002;0,0966817;1552,0;1589,0;12,3706601;14331,645569600001;119,6;1,0;12,649000000000001;0,121;0,05;0,701;0,062;0,02;0,107096;0,11199999999999999;0,309;0,21;5661,0;0,002;0,39399999999999996;0,18899999999999997;0,102;0,624;0,006;0,011000000000000001;0,062;0,009000000000000001;0,021;0,441;0,001;0,002;0,003;0,8590000000000001;0,0005;0,287;0,1;0,7979999999999999;0,004;0,015;0,062;0,01;0,017;0,524;0,002;0,083;4,4;47,7;1,0;15,5;0,35;2,4;20,0;5,0;52,5;1,0;13,7;0,21;2,4;21,6
128;Э90ХАФ;Р65;34,0;46,8333333;19,2666667;46,1666667;3,0403507;0,55777;0,093912;0,129261;0,09369;0,0881168;1575,0;1581,0;13,3951989;12285,467128;110,6;1,0;10,385;0,052000000000000005;0,05;0,623;0,042;0,02;0,097403;0,09300000000000001;0,193;0,168;3945,0;0,002;0,41;0,203;0,102;0,6859999999999999;0,006999999999999999;0,012;0,065;0,008;0,019;0,467;0,001;0,002;0,003;0,853;0,0004;0,289;0,102;0,807;0,005;0,018000000000000002;0,065;0,01;0,013999999999999999;0,5539999999999999;0,003;0,084;4,0;56,0;0,5;15,6;0,15;2,4;23,5;4,9;52,4;0,6;14,9;0,14;2,2;23,7
