;МАРКА;ПРОФИЛЬ;t вып-обр;t обработка;t под током;t продувка;ПСН гр.;чист расход C;чист расход Cr;чист расход Mn;чист расход Si;чист расход V;температура первая;температура последняя;Ar (интенс.);эл. энергия (интенс.);произв жидкая сталь;произв количество обработок;расход газ Ar;сыпуч известь РП;сыпуч кокс пыль УСТК;сыпуч  кокс. мелочь КМ1;сыпуч  шпат плав.;ферспл CaC2;ферспл  FeV-80;ферспл  Mn5Si65Al0.5;ферспл SiMn18;ферспл  фх850А;эл. энергия;химсталь первый Al_1;химсталь первый C_1;химсталь первый Cr_1;химсталь первый Cu_1;химсталь первый Mn_1;химсталь первый Mo_1;химсталь первый N_1;химсталь первый Ni_1;химсталь первый P_1;химсталь первый S_1;химсталь первый Si_1;химсталь первый Ti_1;химсталь первый V_1;химсталь последний Al;химсталь последний C;химсталь последний Ca;химсталь последний Cr;химсталь последний Cu;химсталь последний Mn;химсталь последний Mo;химсталь последний N;химсталь последний Ni;химсталь последний P;химсталь последний S;химсталь последний Si;химсталь последний Ti;химсталь последний V;химшлак первый Al2O3_1;химшлак первый CaO_1;химшлак первый FeO_1;химшлак первый MgO_1;химшлак первый MnO_1;химшлак первый R_1;химшлак первый SiO2_1;химшлак последний Al2O3;химшлак последний CaO;химшлак последний FeO;химшлак последний MgO;химшлак последний MnO;химшлак последний R;химшлак последний SiO2
1239;Э76ХФ;Р65;14,0;42,2;17,0666667;42,2;2,0;0,413945;0,130977;0,1170715;0,116541;0,0381107;1576,0;1575,0;9,1379147;12642,1875;112,5;1,0;12,854000000000001;0,08;0,05;0,439;0,05;0,02;0,04749;0,125;0,18600000000000003;0,231;3596,0;0,002;0,45399999999999996;0,31;0,09300000000000001;0,6809999999999999;0,006999999999999999;0,013000000000000001;0,066;0,008;0,018000000000000002;0,46799999999999997;0,002;0,002;0,003;0,763;0,0002;0,41700000000000004;0,092;0,785;0,006;0,013999999999999999;0,066;0,009000000000000001;0,013999999999999999;0,573;0,003;0,035;4,7;56,0;0,2;14,6;0,12;2,2;25,9;4,7;56,6;0,3;12,5;0,07;2,2;25,9
1240;Э76ХФ;Р65;17,0;41,033333299999995;19,2;41,033333299999995;2,0;0,42571499999999995;0,155925;0,1898655;0,12729100000000002;0,0397944;1566,0;1576,0;8,5649878;13562,5;116,8;1,0;11,715;0,079;0,05;0,446;0,048;0,02;0,049588;0,109;0,304;0,275;4340,0;0,002;0,43700000000000006;0,292;0,086;0,623;0,005;0,013000000000000001;0,06;0,008;0,017;0,456;0,002;0,003;0,003;0,7659999999999999;0,0001;0,418;0,087;0,7929999999999999;0,004;0,015;0,061;0,009000000000000001;0,015;0,5760000000000001;0,004;0,037000000000000005;5,3;57,5;0,3;11,4;0,13;2,3;25,3;6,1;53,2;0,5;4,4;0,07;2,8;19,0
1241;Э76ХФ;Р65;19,0;42,5166667;16,0166667;42,5166667;2,0;0,38919000000000004;0,134946;0,1092715;0,098457;0,0399974;1577,0;1577,0;10,880438999999999;12837,8772112;115,5;1,0;15,42;0,08;0,05;0,408;0,049;0,02;0,049841;0,10099999999999999;0,174;0,23800000000000002;3427,0;0,002;0,46799999999999997;0,31;0,09300000000000001;0,6890000000000001;0,006;0,013000000000000001;0,063;0,011000000000000001;0,017;0,47200000000000003;0,002;0,003;0,003;0,7759999999999999;0,0002;0,418;0,09300000000000001;0,785;0,005;0,013000000000000001;0,063;0,012;0,013999999999999999;0,5720000000000001;0,004;0,038;6,2;57,0;0,7;11,8;0,09;2,6;22,2;6,6;59,0;0,6;6,4;0,06;2,6;22,4
1242;Э76ХФ;Р65;20,0;42,5166667;17,3333333;42,5166667;2,0;0,36493000000000003;0,125874;0,053021000000000006;0,11164;0,0398522;1581,0;1583,0;9,7204234;12188,076923100001;116,2;1,0;13,776;0,08;0,05;0,382;0,075;0,02;0,04966;0,146;0,08199999999999999;0,222;3521,0;0,002;0,499;0,318;0,091;0,741;0,005;0,011000000000000001;0,057;0,013999999999999999;0,015;0,47;0,002;0,003;0,004;0,769;0,0005;0,419;0,09;0,792;0,005;0,013999999999999999;0,057;0,013999999999999999;0,012;0,5720000000000001;0,004;0,038;4,6;58,8;0,7;13,8;0,13;2,7;21,9;5,0;59,9;0,7;7,4;0,06;2,7;21,9
1243;Э76ХФ;Р65;41,0;45,5166667;20,5166667;45,5166667;3,8437226000000004;0,46608;0,112266;0,116407;0,16482;0,037675;1594,0;1629,0;8,7941719;14180,666125100002;111,2;1,0;13,245;0,121;0,05;0,507;0,048;0,02;0,046947;0,2;0,179;0,198;4849,0;0,002;0,39799999999999996;0,321;0,109;0,684;0,017;0,013000000000000001;0,067;0,01;0,019;0,431;0,001;0,003;0,004;0,758;0,0003;0,418;0,113;0,8;0,018000000000000002;0,01;0,07200000000000001;0,011000000000000001;0,012;0,5770000000000001;0,004;0,038;4,4;49,2;0,4;19,4;0,47;2,0;25,0;4,7;46,5;0,5;10,4;0,06;2,1;22,0
1244;Э76ХФ;Р65;40,0;57,8833333;27,85;57,8833333;2,7310513;0,39926500000000004;0,079947;0,077174;0,12732000000000002;0,040490899999999996;1568,0;1593,0;10,196534800000002;12693,7163375;119,7;1,0;19,617;0,065;0,05;0,43200000000000005;0,049;0,02;0,050456;0,16;0,11800000000000001;0,141;5892,0;0,002;0,48200000000000004;0,35100000000000003;0,115;0,718;0,009000000000000001;0,006999999999999999;0,08;0,012;0,019;0,456;0,002;0,003;0,004;0,778;0,0008;0,418;0,114;0,79;0,008;0,011000000000000001;0,075;0,013000000000000001;0,016;0,568;0,003;0,036000000000000004;6,3;55,8;0,5;12,5;0,12;2,6;21,6;7,2;60,5;0,9;6,6;0,1;2,7;22,4
1245;Э76ХФ;Р65;53,0;44,35;25,7;44,35;3,5694443999999996;0,42353999999999997;0,08278200000000001;0,036055000000000004;0,06294;0,0378202;1501,0;1594,0;9,7165049;13400,778210100001;111,7;1,0;14,177999999999999;0,054000000000000006;0,05;0,46299999999999997;0,044000000000000004;0,02;0,047127999999999996;0,08;0,055;0,146;5740,0;0,002;0,445;0,34700000000000003;0,10300000000000001;0,752;0,006;0,012;0,066;0,011000000000000001;0,02;0,511;0,003;0,002;0,003;0,7490000000000001;0,0002;0,41700000000000004;0,10300000000000001;0,782;0,005;0,012;0,065;0,012;0,016;0,5710000000000001;0,004;0,036000000000000004;4,5;57,3;0,3;13,6;0,12;2,3;25,4;6,9;60,3;1,0;6,2;0,11;2,7;22,4
1246;Э76ХФ;Р65;36,0;50,55;23,6333333;50,55;3,200316;0,46802;0,100926;0,07652300000000001;0,099474;0,0386043;1559,0;1590,0;8,5851632;13300,7052186;114,1;1,0;14,466;0,064;0,05;0,513;0,044000000000000004;0,02;0,048105;0,11800000000000001;0,11800000000000001;0,17800000000000002;5239,0;0,002;0,41200000000000003;0,336;0,105;0,7190000000000001;0,008;0,01;0,086;0,01;0,02;0,479;0,002;0,002;0,004;0,765;0,0004;0,419;0,10400000000000001;0,787;0,006999999999999999;0,012;0,085;0,011000000000000001;0,015;0,565;0,004;0,036000000000000004;4,8;47,1;1,0;13,8;0,3;2,4;19,6;5,3;55,4;1,0;10,3;0,08;2,2;25,4
1248;Э76ХФ;Р65;42,0;44,533333299999995;13,55;44,533333299999995;2,99082745;0,44568;0,112266;0,0859145;0,151539;0,040113800000000005;1591,0;1580,0;10,9731029;12925,4612546;117,3;1,0;16,227999999999998;0,042;0,05;0,483;0,044000000000000004;0,02;0,049986;0,193;0,131;0,198;2919,0;0,002;0,42200000000000004;0,32799999999999996;0,09699999999999999;0,71;0,006;0,011000000000000001;0,067;0,013000000000000001;0,019;0,447;0,001;0,002;0,003;0,767;0,0002;0,42100000000000004;0,099;0,8;0,005;0,013000000000000001;0,068;0,015;0,016;0,58;0,003;0,037000000000000005;5,3;53,3;0,7;14,1;0,55;2,3;23,5;5,8;46,5;0,5;9,9;0,11;2,1;22,0
1249;Э76ХФ;Р65;46,0;46,5166667;20,0;46,5166667;3,5751244;0,501325;0,12984300000000001;0,147357;0,11698199999999999;0,038081800000000006;1549,0;1581,0;9,0628963;13932,0;112,1;1,0;13,977;0,107;0,05;0,546;0,04;0,02;0,047454;0,114;0,23;0,22899999999999998;4644,0;0,002;0,39299999999999996;0,31;0,11;0,654;0,005;0,011000000000000001;0,067;0,008;0,021;0,45299999999999996;0,001;0,002;0,003;0,78;0,0003;0,41600000000000004;0,10800000000000001;0,78;0,005;0,013999999999999999;0,066;0,009000000000000001;0,015;0,557;0,003;0,035;5,3;49,9;0,4;11,6;0,08;2,0;24,4;5,8;54,6;0,9;11,5;0,11;2,4;22,4
1250;Э76ХФ;Р65;47,0;47,7;23,4;47,7;3,1551577;0,5193800000000001;0,1134;0,1306845;0,130023;0,0386332;1539,0;1579,0;6,922537200000001;13612,820512799999;112,8;1,0;10,853;0,087;0,05;0,5720000000000001;0,045;0,02;0,048141;0,141;0,203;0,2;5309,0;0,002;0,37799999999999995;0,324;0,115;0,66;0,006;0,01;0,069;0,008;0,02;0,447;0,001;0,002;0,003;0,7709999999999999;0,0003;0,419;0,114;0,78;0,005;0,012;0,069;0,009000000000000001;0,015;0,581;0,004;0,036000000000000004;4,4;49,0;0,3;17,2;0,46;2,0;24,7;5,4;55,8;0,2;13,6;0,05;2,2;25,9
1251;Э76ХФ;Р65;54,0;45,2;21,2333333;45,2;3,4736206;0,522325;0,125307;0,11629600000000001;0,133176;0,0394164;1543,0;1584,0;6,871436599999999;13761,3814757;116,0;1,0;10,164;0,08800000000000001;0,05;0,574;0,044000000000000004;0,02;0,049117;0,152;0,18;0,221;4870,0;0,002;0,375;0,317;0,113;0,687;0,006;0,009000000000000001;0,069;0,01;0,021;0,44;0,002;0,003;0,003;0,785;0,0002;0,418;0,111;0,784;0,005;0,012;0,068;0,01;0,016;0,562;0,004;0,035;5,4;52,4;1,0;13,0;0,16;2,1;24,7;4,3;56,5;0,4;11,9;0,15;2,2;25,5
1263;Э90ХАФ;Р65;24,0;48,3833333;16,0;48,05;1,4173719;0,56118;0,075978;0,2149535;0,184281;0,0937678;1626,0;1589,0;12,7656513;12258,75;116,4;1,0;10,943;0,39;0,129;0,5589999999999999;0,047;0,02;0,104348;0,187;0,335;0,134;3269,0;0,002;0,426;0,228;0,09699999999999999;0,601;0,006999999999999999;0,011000000000000001;0,07200000000000001;0,009000000000000001;0,019;0,37799999999999995;0,001;0,002;0,003;0,8740000000000001;0,0002;0,29100000000000004;0,095;0,785;0,005;0,021;0,07;0,01;0,013000000000000001;0,539;0,003;0,084;3,8;48,6;1,3;12,8;0,51;1,9;25,7;5,4;55,6;0,3;12,8;0,06;2,2;26,0
1265;Э90ХАФ;Р65;26,0;45,533333299999995;17,85;45,1833333;2,546621;0,44148999999999994;0,10886400000000002;0,17255050000000002;0,091875;0,0909203;1591,0;1587,0;9,9369775;12867,226890799999;112,8;1,0;7,726;0,065;0,05;0,475;0,062;0,02;0,100911;0,065;0,271;0,192;3828,0;0,002;0,465;0,192;0,08900000000000001;0,649;0,006;0,01;0,068;0,008;0,019;0,45899999999999996;0,001;0,003;0,003;0,853;0,0005;0,294;0,08800000000000001;0,7979999999999999;0,004;0,016;0,063;0,009000000000000001;0,013999999999999999;0,5529999999999999;0,003;0,081;3,9;52,2;0,7;15,7;0,09;2,4;21,4;4,0;54,7;0,4;12,9;0,1;2,1;26,2
1267;Э90ХАФ;Р65;9,0;42,8333333;19,0166667;42,6666667;2,2730812;0,5053300000000001;0,10319400000000001;0,19534100000000001;0,125358;0,09517569999999999;1577,0;1583,0;12,2536151;13223,1375986;118,3;1,0;6,12;0,087;0,05;0,5539999999999999;0,055;0,02;0,105794;0,106;0,306;0,182;4191,0;0,002;0,46399999999999997;0,20199999999999999;0,09699999999999999;0,633;0,01;0,011000000000000001;0,081;0,008;0,019;0,43200000000000005;0,001;0,002;0,003;0,845;0,0003;0,287;0,095;0,805;0,008;0,018000000000000002;0,08;0,009000000000000001;0,016;0,557;0,003;0,085;3,2;57,3;0,3;13,4;0,09;2,3;25,4;4,4;50,5;0,5;8,3;0,08;2,4;21,3
1268;Э90ХАФ;Р65;8,0;43,716666700000005;17,85;43,3833333;2,323738;0,3707548;0,084483;0,0407005;0,046479;0,0901498;1581,0;1579,0;11,46;12739,4957983;111,9;1,0;7,067;0,086;0,05;0,355;0,084;0,02;0,10022400000000001;0,053;0,063;0,149;3790,0;0,002;0,539;0,21600000000000003;0,098;0,757;0,005;0,01;0,063;0,013000000000000001;0,019;0,49700000000000005;0,002;0,003;0,004;0,863;0,0005;0,28800000000000003;0,096;0,797;0,003;0,017;0,062;0,013000000000000001;0,013000000000000001;0,552;0,003;0,085;3,7;52,7;0,5;8,5;0,07;2,7;19,5;5,5;59,5;0,3;7,7;0,05;2,7;22,3
1269;Э90ХАФ;Р65;12,0;48,033333299999995;18,8333333;47,35;3,0;0,431695;0,099225;0,1393425;0,09692100000000001;0,0907699;1582,0;1586,0;12,917051800000001;13214,8672566;113,9;1,0;11,489;0,087;0,05;0,466;0,048;0,02;0,100586;0,087;0,218;0,175;4148,0;0,002;0,469;0,205;0,096;0,68;0,008;0,011000000000000001;0,073;0,009000000000000001;0,018000000000000002;0,46299999999999997;0,002;0,002;0,003;0,848;0,0004;0,29100000000000004;0,09699999999999999;0,805;0,006999999999999999;0,016;0,07400000000000001;0,01;0,012;0,5379999999999999;0,003;0,083;3,9;58,4;0,4;12,3;0,1;2,6;22,2;4,5;54,9;0,7;10,4;0,11;2,4;22,6
1270;Э90ХАФ;Р65;18,0;46,8833333;21,5166667;46,7;3,3251513;0,45388999999999996;0,10546199999999999;0,145626;0,096732;0,0925105;1555,0;1581,0;16,9802281;13479,783113899999;115,9;1,0;7,443;0,08800000000000001;0,05;0,49200000000000005;0,047;0,02;0,102177;0,084;0,228;0,18600000000000003;4834,0;0,002;0,496;0,201;0,09699999999999999;0,6759999999999999;0,006;0,011000000000000001;0,063;0,009000000000000001;0,018000000000000002;0,45899999999999996;0,002;0,002;0,004;0,862;0,0004;0,289;0,09699999999999999;0,802;0,004;0,019;0,063;0,01;0,011000000000000001;0,539;0,003;0,083;3,8;58,3;0,6;10,1;0,11;2,7;21,8;5,2;56,7;0,6;9,1;0,09;2,7;21,4
1271;Э90ХАФ;Р65;20,0;48,05;16,3666667;47,8833333;2,8920953999999996;0,4551612;0,090153;0,11149049999999999;0,089001;0,09143630000000001;1594,0;1586,0;15,1345876;12731,975560100002;114,0;1,0;5,81;0,08800000000000001;0,05;0,49;0,055;0,02;0,099646;0,087;0,174;0,159;3473,0;0,002;0,485;0,212;0,10099999999999999;0,7040000000000001;0,011000000000000001;0,011000000000000001;0,08;0,011000000000000001;0,018000000000000002;0,469;0,002;0,002;0,004;0,857;0,0005;0,289;0,1;0,802;0,009000000000000001;0,017;0,08;0,011000000000000001;0,013999999999999999;0,552;0,003;0,084;4,5;57,6;0,8;11,3;0,09;2,6;21,8;4,6;56,8;0,5;10,2;0,11;2,3;24,3
1272;Э90ХАФ;Р65;29,0;49,0166667;22,033333300000002;48,5166667;3,5419204;0,28286;0,066906;0,1195955;0,086037;0,0942237;1545,0;1583,0;17,176744199999998;13517,7004539;118,2;1,0;23,389;0,08900000000000001;0,05;0,289;0,076;0,02;0,10279200000000001;0,079;0,187;0,11800000000000001;4964,0;0,003;0,6629999999999999;0,233;0,106;0,6970000000000001;0,008;0,009000000000000001;0,07400000000000001;0,012;0,02;0,47100000000000003;0,003;0,003;0,004;0,8740000000000001;0,0005;0,289;0,105;0,8029999999999999;0,006;0,012;0,073;0,012;0,013999999999999999;0,544;0,003;0,084;3,7;60,0;0,3;9,1;0,07;2,8;21,2;4,5;58,4;0,6;9,9;0,12;2,3;25,5
1273;Э90ХАФ;Р65;37,0;46,3833333;23,2;46,2;3,6586799;0,37731729999999997;0,07371;0,077045;0,06801;0,0909568;1531,0;1577,0;10,1272311;13606,034482799998;113,7;1,0;7,376;0,146;0,05;0,358;0,10800000000000001;0,02;0,099465;0,07;0,12;0,13;5261,0;0,003;0,545;0,22699999999999998;0,111;0,732;0,011000000000000001;0,009000000000000001;0,079;0,01;0,017;0,484;0,003;0,003;0,004;0,858;0,0004;0,289;0,109;0,7959999999999999;0,01;0,016;0,078;0,011000000000000001;0,013000000000000001;0,531;0,003;0,084;3,6;61,5;0,5;8,4;0,11;2,9;21,5;4,3;58,6;0,7;9,2;0,13;2,3;25,4
1274;Э90ХАФ;Р65;41,0;43,6833333;23,216666699999998;42,85;3,5667564;0,46112939999999997;0,084483;0,1068735;0,07978500000000001;0,0907427;1557,0;1594,0;12,037183099999998;13503,230437900002;112,8;1,0;4,748;0,215;0,05;0,45899999999999996;0,12;0,02;0,098958;0,075;0,16699999999999998;0,149;5225,0;0,002;0,48100000000000004;0,222;0,09699999999999999;0,7070000000000001;0,006999999999999999;0,011000000000000001;0,067;0,01;0,017;0,493;0,002;0,003;0,004;0,86;0,0006;0,293;0,099;0,792;0,005;0,016;0,068;0,012;0,013000000000000001;0,539;0,003;0,083;4,4;51,3;1,1;29,4;0,1;2,9;17,8;5,5;57,9;0,6;14,7;0,1;2,7;21,4
1275;Э90ХАФ;Р65;18,0;49,216666700000005;19,966666699999998;49,0666667;2,9276596;0,48588000000000003;0,07371;0,1552605;0,105399;0,09121019999999999;1580,0;1571,0;10,9598456;12756,2604341;114,1;1,0;7,885;0,08900000000000001;0,05;0,537;0,057;0,02;0,099682;0,09300000000000001;0,243;0,13;4245,0;0,002;0,45899999999999996;0,223;0,107;0,667;0,01;0,01;0,085;0,008;0,018000000000000002;0,455;0,002;0,002;0,003;0,866;0,0003;0,287;0,106;0,805;0,009000000000000001;0,015;0,085;0,01;0,013000000000000001;0,56;0,003;0,084;3,5;56,1;0,6;16,4;0,09;2,2;25,2;5,7;53,3;1,0;12,8;0,19;2,1;25,1
1276;Э90ХАФ;Р65;25,0;45,2;20,3333333;44,8666667;3,0403507;0,506125;0,11056500000000001;0,159335;0,09141;0,093204;1570,0;1572,0;11,581474;12942,295081999999;116,8;1,0;15,976;0,076;0,05;0,555;0,07;0,02;0,101816;0,07;0,2500001;0,195;4386,0;0,002;0,474;0,198;0,098;0,653;0,006;0,011000000000000001;0,071;0,008;0,017;0,45;0,002;0,002;0,004;0,8640000000000001;0,0003;0,28800000000000003;0,095;0,792;0,004;0,013999999999999999;0,07;0,008;0,012;0,5429999999999999;0,003;0,083;4,3;58,3;0,4;12,3;0,07;2,6;22,6;5,2;60,3;0,5;8,3;0,07;2,6;23,1
1277;Э90ХАФ;Р65;27,0;45,216666700000005;20,4;45,0666667;3,5531365;0,5178050000000001;0,111699;0,18979400000000002;0,076362;0,091293;1554,0;1567,0;13,8681388;13720,588235299998;114,0;1,0;7,327000000000001;0,051;0,05;0,568;0,045;0,02;0,099646;0,034;0,299;0,19699999999999998;4665,0;0,002;0,45;0,193;0,102;0,626;0,008;0,011000000000000001;0,071;0,006999999999999999;0,017;0,461;0,002;0,002;0,003;0,847;0,0001;0,29;0,10300000000000001;0,797;0,006;0,015;0,071;0,009000000000000001;0,013999999999999999;0,544;0,003;0,084;4,0;57,9;0,5;12,2;0,07;2,4;23,7;4,9;59,1;0,9;6,5;0,07;2,4;24,7
1278;Э90ХАФ;Р65;29,0;47,533333299999995;22,1833333;47,3666667;3,4203864;0,56808;0,12474;0,217403;0,12768;0,09757060000000001;1552,0;1579,0;12,2435326;13740,0450789;120,6;1,0;7,625;0,044000000000000004;0,17800000000000002;0,516;0,044000000000000004;0,02;0,106518;0,1;0,341;0,22;5080,0;0,002;0,42700000000000005;0,188;0,114;0,612;0,006999999999999999;0,009000000000000001;0,066;0,006999999999999999;0,019;0,439;0,002;0,002;0,003;0,867;0,0004;0,289;0,113;0,7929999999999999;0,005;0,015;0,066;0,008;0,013999999999999999;0,5479999999999999;0,003;0,084;3,9;48,8;0,7;9,2;0,1;2,6;19,0;4,5;51,0;0,6;6,7;0,07;2,5;20,7
1279;Э90ХАФ;Р65;25,0;45,5166667;16,85;45,35;2,5659856;0,490305;0,092421;0,10324349999999999;0,058995000000000006;0,09058250000000001;1568,0;1565,0;9,668807300000001;12726,4094955;113,9;1,0;5,855;0,044000000000000004;0,05;0,541;0,045;0,02;0,099356;0,045;0,162;0,163;3574,0;0,002;0,447;0,209;0,10099999999999999;0,6970000000000001;0,006;0,009000000000000001;0,066;0,01;0,02;0,475;0,002;0,002;0,003;0,877;0,0004;0,29;0,102;0,7929999999999999;0,005;0,016;0,066;0,012;0,017;0,5429999999999999;0,003;0,083;3,2;46,9;0,7;8,3;0,08;2,8;16,7;4,5;54,0;0,8;4,9;0,06;2,8;19,2
1280;Э76ХФ;Р65;26,0;51,033333299999995;30,5;51,033333299999995;3,4102983;0,379865;0,05273099999999999;0,053101999999999996;0,092814;0,0375482;1557,0;1631,0;7,4896484;13664,262295100001;111,3;1,0;12,722000000000001;0,105;0,05;0,414;0,049;0,02;0,046947;0,11800000000000001;0,081;0,09300000000000001;6946,0;0,002;0,451;0,375;0,085;0,7440000000000001;0,006999999999999999;0,013000000000000001;0,07;0,011000000000000001;0,017;0,489;0,002;0,003;0,003;0,747;0,0002;0,423;0,086;0,795;0,006999999999999999;0,012;0,07200000000000001;0,012;0,012;0,552;0,003;0,037000000000000005;4,9;59,2;0,6;11,8;0,11;2,6;22,4;5,3;60,1;0,7;7,2;0,1;2,7;22,4
1281;Э76ХФ;Р65;35,0;49,8666667;25,55;49,8666667;3,8100847;0,50639;0,115668;0,1441145;0,112767;0,0389367;1554,0;1599,0;9,9882826;14028,962818;115,0;1,0;16,575;0,084;0,05;0,555;0,043;0,02;0,048683;0,109;0,225;0,204;5974,0;0,002;0,39399999999999996;0,32;0,127;0,657;0,006999999999999999;0,011000000000000001;0,07200000000000001;0,009000000000000001;0,022000000000000002;0,45299999999999996;0,001;0,003;0,004;0,7609999999999999;0,0003;0,41700000000000004;0,12300000000000001;0,784;0,005;0,013000000000000001;0,068;0,01;0,013000000000000001;0,5770000000000001;0,004;0,036000000000000004;4,7;48,3;0,3;11,3;0,14;2,1;22,5;5,2;47,7;0,3;6,3;0,05;2,4;20,1
1282;Э76ХФ;Р65;44,0;45,0;29,1666667;45,0;3,7025921000000004;0,52553;0,11907000000000001;0,14389749999999998;0,103485;0,0381273;1536,0;1600,0;9,918066900000001;13754,0571429;113,0;1,0;14,822000000000001;0,128;0,05;0,578;0,044000000000000004;0,02;0,047671;0,095;0,225;0,21;6686,0;0,002;0,374;0,32;0,115;0,66;0,006;0,012;0,078;0,006999999999999999;0,02;0,46299999999999997;0,001;0,002;0,003;0,7559999999999999;0,0001;0,419;0,114;0,787;0,006;0,013999999999999999;0,077;0,008;0,016;0,585;0,004;0,036000000000000004;4,4;51,7;1,1;12,4;0,3;2,1;24,7;4,7;59,2;0,7;6,1;0,09;2,2;26,4
1283;Э76ХФ;Р65;48,0;47,5166667;28,616666700000003;47,5166667;3,656859;0,48557;0,133812;0,1173295;0,123591;0,0410201;1525,0;1589,0;11,091285000000001;13976,4705882;120,0;1,0;17,287;0,045;0,05;0,527;0,044000000000000004;0,02;0,051288;0,13699999999999998;0,182;0,23600000000000002;6666,0;0,002;0,431;0,314;0,10400000000000001;0,69;0,005;0,011000000000000001;0,065;0,008;0,019;0,451;0,002;0,002;0,004;0,78;0,0002;0,419;0,1;0,7829999999999999;0,004;0,012;0,064;0,009000000000000001;0,015;0,5720000000000001;0,004;0,037000000000000005;5,0;49,9;1,0;9,3;0,17;2,4;20,8;6,6;58,9;0,8;4,9;0,07;2,7;22,2
1285;Э76ХФ;Р65;54,0;47,5166667;18,3833333;47,5166667;3,0;0,46669499999999997;0,109431;0,09677899999999999;0,105234;0,0383296;1565,0;1567,0;10,162730999999999;13704,8050771;113,4;1,0;16,043;0,065;0,05;0,509;0,04;0,02;0,047924;0,11800000000000001;0,15;0,193;4199,0;0,002;0,409;0,326;0,09;0,7;0,005;0,012;0,061;0,01;0,019;0,466;0,001;0,003;0,004;0,775;0,0003;0,418;0,09;0,7859999999999999;0,005;0,012;0,061;0,011000000000000001;0,016;0,5720000000000001;0,004;0,037000000000000005;5,0;53,5;1,3;15,3;0,29;2,2;24,5;5,4;50,7;0,3;9,5;0,11;2,1;23,8
1286;Э76ХФ;Р65;54,0;42,4;20,5166667;42,4;3,4745383000000003;0,49551999999999996;0,12133800000000002;0,08052000000000001;0,08217;0,0392838;1552,0;1566,0;8,2342541;13771,242891999998;115,4;1,0;11,592;0,066;0,05;0,5429999999999999;0,045;0,02;0,049117;0,09;0,125;0,214;4709,0;0,002;0,38;0,318;0,083;0,711;0,005;0,011000000000000001;0,057;0,009000000000000001;0,013999999999999999;0,48100000000000004;0,002;0,003;0,004;0,772;0,0002;0,41700000000000004;0,084;0,779;0,004;0,012;0,057999999999999996;0,01;0,013000000000000001;0,564;0,004;0,037000000000000005;4,7;53,2;0,8;13,9;0,36;2,2;24,2;4,9;55,1;0,6;7,6;0,24;2,1;26,8
1287;Э76ХФ;Р65;30,0;43,033333299999995;16,35;43,033333299999995;2,9384711;0,5833550000000001;0,143451;0,14338299999999998;0,21595799999999998;0,039255;1573,0;1575,0;15,003718;13482,568807299998;115,3;1,0;21,522;0,149;0,05;0,645;0,044000000000000004;0,02;0,049081;0,266;0,22;0,253;3674,0;0,001;0,325;0,3;0,1;0,637;0,006;0,013000000000000001;0,061;0,011000000000000001;0,022000000000000002;0,385;0,001;0,004;0,003;0,7759999999999999;0,0004;0,419;0,098;0,7829999999999999;0,005;0,013999999999999999;0,061;0,012;0,016;0,58;0,004;0,039;4,2;46,3;1,4;18,1;1,2;1,9;23,9;5,4;47,4;0,3;20,6;0,18;2,0;24,6
1289;Э76ХФ;Р65;17,0;43,55;16,8;43,55;1,2925014;0,50936;0,100926;0,10351199999999999;0,12427200000000001;0,038705500000000004;1590,0;1579,0;9,9113662;12671,4285714;112,5;1,0;14,388;0,08199999999999999;0,05;0,563;0,075;0,02;0,048394;0,14400000000000002;0,16;0,17800000000000002;3548,0;0,002;0,37;0,332;0,105;0,6940000000000001;0,006;0,011000000000000001;0,071;0,011000000000000001;0,02;0,465;0,001;0,003;0,003;0,799;0,0002;0,41600000000000004;0,10300000000000001;0,812;0,005;0,012;0,07;0,013000000000000001;0,015;0,568;0,003;0,039;4,1;48,9;2,1;18,6;2,1;2,0;24,4;6,2;41,4;1,4;17,1;1,45;1,7;25,1
1291;Э76ХФ;Р65;31,0;52,2;28,733333299999998;52,2;2,6224178;0,5092899999999999;0,150822;0,184921;0,136884;0,0406722;1584,0;1605,0;6,354023000000001;12025,754060299998;113,8;1,0;11,056;0,081;0,687;0,373;0,046;0,02;0,050852999999999995;0,128;0,289;0,266;5759,0;0,001;0,33399999999999996;0,295;0,094;0,621;0,006999999999999999;0,012;0,064;0,009000000000000001;0,023;0,435;0,001;0,002;0,002;0,773;0,0001;0,42200000000000004;0,095;0,7909999999999999;0,006;0,013999999999999999;0,065;0,01;0,02;0,5720000000000001;0,003;0,038;4,0;48,5;0,3;13,7;0,13;2,1;22,8;5,0;58,3;0,3;8,8;0,11;2,2;26,7
1292;Э76ХФ;Р65;40,0;50,1333333;31,3333333;49,8666667;3,4162727999999993;0,4293844;0,168399;0,155754;0,099612;0,0392659;1542,0;1573,0;5,6914992;11558,2978723;113,9;1,0;9,206;0,248;0,05;0,391;0,095;0,02;0,049298;0,084;0,244;0,297;6036,0;0,002;0,41700000000000004;0,276;0,09300000000000001;0,659;0,006;0,012;0,073;0,008;0,017;0,475;0,002;0,035;0,005;0,753;0,0005;0,415;0,092;0,794;0,006;0,012;0,073;0,009000000000000001;0,015;0,569;0,004;0,036000000000000004;5,2;57,5;0,7;11,5;0,08;2,6;22,3;4,6;57,4;0,3;8,5;0,09;2,2;25,9
